azimuth,azimuth_stdev,elevation,elevation_stdev,distance,distance_stdev,sequence,sample_index
-60.13697052001953,0.9816022515296936,9.759449005126953,2.163928270339966,11.830039978027344,0,8133,0
-61.3205337524414,1.4017223119735718,8.197935104370117,1.94819974899292,11.8388671875,0,8134,1
-62.41929626464844,1.8928812742233276,6.591288089752197,2.330862283706665,11.8217077255249,0,8135,2
-62.68815612792969,2.193753480911255,6.892495155334473,2.534170150756836,11.732048988342285,0,8136,3
-62.37994384765625,2.2843434810638428,6.35382890701294,2.7344024181365967,11.751277923583984,0,8137,4
-63.26408386230469,2.3826518058776855,5.925750255584717,2.85050892829895,11.729796409606934,0,8138,5
-63.68504333496094,2.3792872428894043,5.479039669036865,2.9362223148345947,11.76476001739502,0,8139,6
-64.5296173095703,2.3902804851531982,5.639680862426758,2.6972978115081787,11.662156105041504,0,8140,7
-64.50257873535156,2.1160130500793457,5.685925006866455,2.4317169189453125,11.65227222442627,0,8141,8
-64.53678131103516,1.8959577083587646,5.82472801208496,1.897631049156189,11.6627197265625,0,8142,9
-64.5595245361328,1.4984521865844727,6.293439865112305,1.1258951425552368,11.598079681396484,0,8143,10
-64.96533203125,1.2904776334762573,6.400395393371582,0.6453195810317993,11.399046897888184,0,8144,11
-65.2791290283203,1.2708466053009033,6.48336935043335,0.629510223865509,11.43975830078125,0,8145,12
-64.58450317382812,1.1238640546798706,6.301206588745117,0.511685073375702,11.362382888793945,0,8146,13
-64.33872985839844,0.7467198967933655,5.558619499206543,0.5257835388183594,11.444260597229004,0,8147,14
-63.98566436767578,0.577150583267212,5.531622886657715,0.558746337890625,11.4092960357666,0,8148,15
-63.00801086425781,0.7843270301818848,6.0202317237854,0.516017973423004,11.384278297424316,0,8149,16
-61.74659729003906,1.345219373703003,6.124504566192627,0.4919992983341217,11.3383264541626,0,8150,17
-61.54021453857422,1.7000510692596436,7.01862335205078,0.626895248889923,11.295039176940918,0,8151,18
-60.14619445800781,2.2376368045806885,7.081934928894043,0.7211102843284607,11.141819953918457,0,8152,19
-59.4595947265625,2.681981325149536,8.507052421569824,1.2166225910186768,10.669694900512695,0,8153,20
-59.58314514160156,2.814174175262451,10.391491889953613,2.09484338760376,10.503070831298828,0,8154,21
-59.97539520263672,2.623382806777954,11.377152442932129,2.8537657260894775,10.45141887664795,0,8155,22
-60.30305480957031,2.3606972694396973,12.189473152160645,3.4778215885162354,10.392797470092773,0,8156,23
-60.71736145019531,1.953859567642212,13.683359146118164,4.051074028015137,10.345961570739746,0,8157,24
-61.57493591308594,1.4672492742538452,12.199749946594238,3.957843542098999,10.21799373626709,0,8158,25
-61.11449432373047,1.0952935218811035,10.159106254577637,3.585664749145508,9.97022342681885,0,8159,26
-60.859710693359375,0.979000210762024,9.500444412231445,3.101388454437256,9.54786014556885,0,8160,27
-60.65277099609375,0.8693864345550537,8.28006172180176,2.8625504970550537,9.41787910461426,0,8161,28
-60.94416809082031,0.8806310296058655,7.60588502883911,2.7410902976989746,9.24487781524658,0,8162,29
-60.50762939453125,0.7388702034950256,6.599242687225342,3.1246299743652344,9.125932693481445,0,8163,30
-59.66828918457031,0.7168402075767517,7.778902530670166,3.296663284301758,8.98366928100586,0,8164,31
-59.750091552734375,0.7602619528770447,8.623305320739746,3.2604191303253174,8.861361503601074,0,8165,32
-59.810386657714844,0.8215432167053223,9.930588722229004,3.02684998512268,8.68086910247803,0,8166,33
-58.4990234375,1.1702427864074707,10.754138946533203,2.338866949081421,8.57286834716797,0,8167,34
-58.21844482421875,1.308422565460205,12.03528118133545,2.293304681777954,8.464866638183594,0,8168,35
-57.79447937011719,1.4776413440704346,13.063444137573242,2.8604960441589355,8.274988174438477,0,8169,36
-57.11414337158203,1.6957601308822632,15.411354064941406,3.8934288024902344,7.86634922027588,0,8170,37
-56.49650573730469,1.9160233736038208,18.460477828979492,5.258817672729492,7.736368656158447,0,8171,38
-55.94036865234375,2.005557060241699,21.505634307861328,6.678791046142578,7.650712490081787,0,8172,39
-55.14295959472656,2.143373727798462,25.914997100830078,8.27644634246826,7.552098751068115,0,8173,40
-54.70521545410156,2.312858819961548,29.179298400878906,9.832889556884766,7.190921306610107,0,8174,41
-54.842979431152344,2.2342164516448975,30.485788345336914,10.735428810119629,7.03701114654541,0,8175,42
-53.034698486328125,2.287529468536377,31.5246696472168,11.148852348327637,6.86076831817627,0,8176,43
-51.353363037109375,2.759579658508301,33.4592514038086,11.209117889404297,6.60076904296875,0,8177,44
-49.81416320800781,3.291563034057617,34.2236213684082,10.737607955932617,6.430551528930664,0,8178,45
-48.21598815917969,3.860107421875,35.250186920166016,9.673481941223145,6.220609664916992,0,8179,46
-47.07745361328125,4.347225189208984,36.0732765197754,8.27031421661377,6.128092288970947,0,8180,47
-46.06439208984375,4.716479301452637,37.439361572265625,6.863869667053223,5.815882682800293,0,8181,48
-45.9910888671875,4.77744483947754,37.672767639160156,5.306585788726807,5.712050437927246,0,8182,49
-45.74827575683594,4.669431686401367,38.58881378173828,4.46746587753296,5.561036586761475,0,8183,50
-45.9244384765625,4.27805471420288,37.791141510009766,3.8744757175445557,5.196496963500977,0,8184,51
-45.57545471191406,3.44365930557251,37.49677276611328,3.18663740158081,5.112692832946777,0,8185,52
-45.47871398925781,2.630450487136841,39.07703399658203,2.609959363937378,5.017687797546387,0,8186,53
-45.307098388671875,1.8770359754562378,40.20378875732422,2.48877763748169,4.936191082000732,0,8187,54
-45.2974853515625,1.1835558414459229,41.90388107299805,2.67935061454773,4.805169582366943,0,8188,55
