azimuth,azimuth_stdev,elevation,elevation_stdev,distance,distance_stdev,sequence,sample_index
22.887283325195312,1.2142516374588013,12.391493797302246,1.8362482786178589,9.049543380737305,0,9289,114
21.826461791992188,1.2450681924819946,11.121845245361328,1.8738410472869873,9.15442943572998,0,9290,115
21.710952758789062,1.3918101787567139,11.861562728881836,1.7454427480697632,9.214892387390137,0,9291,116
22.40533447265625,1.4368901252746582,13.771883010864258,1.6123676300048828,9.292515754699707,0,9292,117
23.5506591796875,1.4356216192245483,15.096561431884766,1.6775649785995483,9.37503242492676,0,9293,118
24.289398193359375,1.44800341129303,15.203117370605469,1.8633286952972412,9.37503242492676,0,9294,119
23.352813720703125,1.2642351388931274,14.528979301452637,1.8855727910995483,9.408811569213867,0,9295,120
24.753005981445312,1.352781891822815,15.985992431640625,2.1994476318359375,9.40881061553955,0,9296,121
22.82177734375,1.271419882774353,17.12104606628418,2.6546149253845215,9.40140628814697,0,9297,122
19.061553955078125,2.0691967010498047,15.182780265808105,2.664259433746338,9.408811569213867,0,9298,123
13.905990600585938,4.129539489746094,15.399291038513184,2.544631242752075,9.408811569213867,0,9299,124
10.890975952148438,6.071518898010254,14.21666145324707,1.9480955600738525,9.29880142211914,0,9300,125
9.27381896972656,7.61797857284546,12.38686752319336,1.7821550369262695,9.21869659423828,0,9301,126
8.2825927734375,8.711480140686035,11.42086124420166,2.3187291622161865,9.08086395263672,0,9302,127
7.9150543212890625,9.202890396118164,9.76290988922119,3.1415250301361084,9.121604919433594,0,9303,128
6.6327667236328125,9.2416296005249,9.670923233032227,3.635741949081421,8.98360824584961,0,9305,129
6.765106201171875,8.82770347595215,8.75660228729248,4.157187461853027,9.016490936279297,0,9306,130
6.101959228515625,7.397348880767822,8.104942321777344,4.3760809898376465,9.016490936279297,0,9307,131
7.1403350830078125,5.27594232559204,8.719423294067383,3.877682685852051,8.95530605316162,0,9308,132
7.5729217529296875,3.0773282051086426,8.8315954208374,3.5222179889678955,8.886237144470215,0,9309,133
8.260986328125,1.826482892036438,8.54628086090088,2.778959035873413,8.87270736694336,0,9310,134
8.01237487792969,1.225601315498352,9.39887046813965,1.8874801397323608,8.865302085876465,0,9311,135
8.054046630859375,0.9937772154808044,11.17403793334961,1.5402095317840576,8.789674758911133,0,9312,136
8.06336975097656,0.964374601840973,12.444001197814941,1.8567404747009277,8.72821521759033,0,9313,137
8.232177734375,1.0010839700698853,12.205143928527832,2.198972702026367,8.713839530944824,0,9314,138
7.8813629150390625,0.931311547756195,11.682888984680176,2.3495328426361084,8.58413791656494,0,9315,139
8.537078857421875,0.915526568889618,11.928779602050781,2.406269073486328,8.51689338684082,0,9316,140
9.36915588378906,0.7602619528770447,12.319201469421387,2.289569616317749,8.47976875305176,0,9317,141
10.464706420898438,1.1072052717208862,13.37433910369873,2.3282182216644287,8.450976371765137,0,9318,142
11.58770751953125,1.6197260618209839,13.079054832458496,2.145392656326294,8.42874240875244,0,9319,143
11.323577880859375,1.8785876035690308,13.187768936157227,1.6263668537139893,8.37344551086426,0,9320,144
11.736953735351562,2.0669074058532715,12.430272102355957,0.9634127020835876,8.23795795440674,0,9321,145
11.387100219726562,2.0758743286132812,12.305968284606934,0.766602396965027,8.18888473510742,0,9322,146
10.683364868164062,1.9255048036575317,10.93404769897461,1.0308794975280762,7.95382833480835,0,9323,147
9.48451232910156,1.7579891681671143,10.922645568847656,1.207555890083313,7.88475751876831,0,9324,148
9.44819641113281,1.45628297328949,10.982062339782715,1.3092668056488037,7.826857566833496,0,9325,149
8.18043518066406,1.5458422899246216,11.980325698852539,1.3076190948486328,7.604013442993164,0,9326,150
6.907135009765625,2.078329086303711,11.693146705627441,1.3193175792694092,7.57344627380371,0,9327,151
6.42376708984375,2.5570428371429443,10.6298303604126,1.2965911626815796,7.51134729385376,0,9328,152
6.493438720703125,2.7089908123016357,10.60689640045166,1.2326401472091675,7.388805866241455,0,9329,153
6.53656005859375,2.721325159072876,10.30260181427002,1.05807089805603,7.26626443862915,0,9330,154
6.6610870361328125,2.4566867351531982,9.931254386901855,1.044296383857727,7.233842372894287,0,9331,155
6.62017822265625,2.054713010787964,9.715585708618164,0.9830463528633118,7.117087364196777,0,9332,156
6.4188079833984375,1.6125128269195557,10.0772762298584,1.023703932762146,7.020023822784424,0,9333,157
5.3377685546875,1.4610285758972168,10.084444046020508,1.0478510856628418,6.903043270111084,0,9334,158
5.373687744140625,1.0269575119018555,10.005084037780762,1.0594044923782349,6.840943813323975,0,9335,159
3.9432373046875,1.1850941181182861,10.055262565612793,0.784823715686798,6.7718729972839355,0,9336,160
0.4376068115234375,2.5307095050811768,10.658647537231445,0.4556206166744232,6.572701454162598,0,9337,161
5.783966064453125,2.496964454650879,10.194677352905273,0.40623944997787476,6.44916296005249,0,9338,162
6.7156524658203125,2.5171501636505127,8.31426239013672,0.8631271719932556,6.391262531280518,0,9339,163
6.7504730224609375,2.536888360977173,8.84188938140869,0.962486207485199,6.31563425064087,0,9340,164
5.6399383544921875,2.4763195514678955,10.138607025146484,0.973395347595215,6.254449367523193,0,9341,165
